age,gender,gender_other,race,hhsize,children,zipcode,education,employment,hhincome,evinhh,hhveh,vehpurch_yr,monthly_gas,carpurp,carpurp_other,yearly_longdist,gas_reliab,rent,parking,move,used,budget,vehclass,homecharge,lowreliab_1,lowreliab_2,lowreliab_3,lowreliab_4,lowreliab_5,control_1,control_2,control_3,control_4,control_5,highreliab_1,highreliab_2,highreliab_3,highreliab_4,highreliab_5,CE_ChoiceTask_1_1,CE_ChoiceTask_2_1,CE_ChoiceTask_3_1,CE_ChoiceTask_4_1,CE_ChoiceTask_5_1,CE_ChoiceTask_6_1,CE_ChoiceTask_7_1,CE_ChoiceTask_8_1,CE_ChoiceTask_9_1,CE_ChoiceTask_10_1,techanxiety1,slownessofadopt1,resisttoinnov1,techanxiety2,slownessofadopt2,resisttoinnov2,resisttoinnov3,slownessofadopt3,techanxiety3,techanxiety4,slownessofadopt4,psid,errorMessage,customLink2,customLink3,zipcode,zip_region,Attributes.VisitorId.N,number,treatment,survey_index,evprice_1,icevprice_1,evrange_1,icevrange_1,evopcost_1,icevopcost_1,evchargavail_1,evprice_2,icevprice_2,evrange_2,icevrange_2,evopcost_2,icevopcost_2,evchargavail_2,evprice_3,icevprice_3,evrange_3,icevrange_3,evopcost_3,icevopcost_3,evchargavail_3,evprice_4,icevprice_4,evrange_4,icevrange_4,evopcost_4,icevopcost_4,evchargavail_4,evprice_5,icevprice_5,evrange_5,icevrange_5,evopcost_5,icevopcost_5,evchargavail_5,evprice_6,icevprice_6,evrange_6,icevrange_6,evopcost_6,icevopcost_6,evchargavail_6,evprice_7,icevprice_7,evrange_7,icevrange_7,evopcost_7,icevopcost_7,evchargavail_7,evprice_8,icevprice_8,evrange_8,icevrange_8,evopcost_8,icevopcost_8,evchargavail_8,evprice_9,icevprice_9,evrange_9,icevrange_9,evopcost_9,icevopcost_9,evchargavail_9,evprice_10,icevprice_10,evrange_10,icevrange_10,evopcost_10,icevopcost_10,evchargavail_10,reliab_1,reliab_2,reliab_3,reliab_4,reliab_5
59,1,,Asian,2,0,55101,2,2,7,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2016,3-4 Times per Month,"Running errands,Driving locally,Extended road trips",,Multiple Times per Year,5,0,Assigned parking space in a shared lot or garage,In more than 5 years,0,80000,2,1,,,,,,,,,,,100,6.0,6.0,2.0,6.0,2,1,1,1,2,1,2,2,1,2,4,2,1,4,3,3,1,3,2,4,2,4k_AFcoRAY_2tB84n8ltNw**,,,,55101,5,491,491,2,163,72000,56000,200,400,15,7.5,100,64000,56000,200,200,5,10,75,80000,56000,400,200,5,12.5,25,56000,64000,400,400,5,15,50,64000,56000,400,400,15,12.5,25,64000,72000,400,200,5,5,50,80000,56000,400,400,5,10,50,72000,72000,200,200,15,5,10,72000,80000,200,400,5,15,50,64000,56000,400,200,12.5,7.5,10,100,6.0,6.0,2.0,6.0
59,1,,Hispanic or Latino,2,0,43402,3,2,6,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2003,3-4 Times per Month,"Commuting to work,Running errands,Driving locally",,Less than Once per Year,5,0,Detached private garage,In the next 2-5 years,1,25000,1,1,9,2.0,2.0,1.0,1.0,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,4,2,2,4,2,4,4,2,2,4,2,4k_AFcoRAY8hrTthMiQWiw**,,,,43402,4,507,507,0,169,22500,17500,200,400,15,7.5,25,20000,20000,300,400,5,7.5,50,25000,20000,200,300,10,7.5,50,17500,25000,400,400,15,5,100,25000,20000,200,400,12.5,7.5,25,17500,20000,400,200,5,10,75,17500,17500,200,400,5,7.5,10,25000,22500,200,200,7.5,7.5,50,20000,20000,300,300,15,10,75,22500,25000,400,400,5,7.5,100,9,2.0,2.0,1.0,1.0
26,1,,Hispanic or Latino,3,0,92260,4,3,3,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",3,2021,3-4 Times per Month,"Commuting to work,Running errands,Driving locally,Extended road trips",,Once per Month,6,1,Attached private garage,In the next 2-5 years,0,30000,3,1,,,,,,,,,,,82,4.0,5.0,5.0,5.0,2,2,2,2,1,2,2,1,2,2,4,4,2,5,4,4,3,5,2,5,4,4k_AFcoRAY-ZhSO130al6A**,,,,92260,9,512,512,2,170,24000,21000,400,300,7.5,12.5,10,24000,24000,200,200,5,7.5,25,24000,24000,400,200,15,7.5,50,24000,27000,300,300,15,12.5,100,21000,24000,400,200,5,15,50,21000,30000,200,200,7.5,10,25,30000,24000,400,400,10,15,10,24000,21000,200,200,7.5,12.5,100,30000,27000,200,400,10,15,25,21000,24000,400,200,15,15,25,82,4.0,5.0,5.0,5.0
38,2,,Black or African American,3,0,85304,2,2,9,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",4,2005,3-4 Times per Month,"Running errands,Driving locally,Extended road trips",,Multiple Times per Year,5,1,On street,In more than 5 years,0,43000,2,0,8,1.0,2.0,2.0,1.0,,,,,,,,,,,2,2,1,2,2,2,2,2,2,2,4,2,2,4,4,4,4,5,4,4,4,4k_AFcoRAY___4T9xeIgWw**,,,,85304,8,513,513,0,171,30099.999999999996,34400,300,300,7.5,10,75,34400,43000,300,200,7.5,7.5,10,38700,43000,400,200,7.5,15,75,34400,30099.999999999996,400,200,7.5,5,75,43000,43000,400,200,7.5,7.5,10,38700,38700,200,200,10,10,50,34400,38700,300,200,10,12.5,10,43000,30099.999999999996,400,300,7.5,15,25,38700,38700,400,300,12.5,5,50,43000,43000,400,400,12.5,5,25,8,1.0,2.0,2.0,1.0
59,2,,Black or African American,2,0,34748,1,3,6,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2020,More than 4 Times per Month,"Running errands,Driving locally",,Once per Month,4,0,Attached private garage,I do not plan to move out from my current home,0,25000,1,1,,,,,,71,5.0,5.0,5.0,5.0,,,,,,2,2,2,2,1,1,2,2,1,1,4,2,2,4,4,3,3,4,4,4,2,4k_AFcoRAY-jJwI4dOER0w**,,,,34748,3,511,511,1,170,20000,17500,400,300,7.5,12.5,10,20000,20000,200,200,5,7.5,25,20000,20000,400,200,15,7.5,50,20000,22500,300,300,15,12.5,100,17500,20000,400,200,5,15,50,17500,25000,200,200,7.5,10,25,25000,20000,400,400,10,15,10,20000,17500,200,200,7.5,12.5,100,25000,22500,200,400,10,15,25,17500,20000,400,200,15,15,25,71,5.0,5.0,5.0,5.0
37,2,,Black or African American,3,0,94509,8,2,10,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2021,3-4 Times per Month,"Commuting to work,Running errands,Driving locally,Extended road trips",,Less than Once per Year,5,0,Driveway or carport,In the next 2-5 years,0,65000,2,1,,,,,,80,6.0,5.0,4.0,5.0,,,,,,1,2,1,1,2,1,2,1,2,2,4,3,2,4,4,3,3,5,4,4,2,4k_AFcoRAY9oGUkjt8f8Yg**,,,,94509,9,514,514,1,171,45500,52000,300,300,7.5,10,75,52000,65000,300,200,7.5,7.5,10,58500,65000,400,200,7.5,15,75,52000,45500,400,200,7.5,5,75,65000,65000,400,200,7.5,7.5,10,58500,58500,200,200,10,10,50,52000,58500,300,200,10,12.5,10,65000,45500,400,300,7.5,15,25,58500,58500,400,300,12.5,5,50,65000,65000,400,400,12.5,5,25,80,6.0,5.0,4.0,5.0
59,2,,Hispanic or Latino,4,1,92694,8,2,6,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2014,More than 4 Times per Month,"Commuting to work,Running errands,Driving locally,Extended road trips",,Multiple Times per Year,4,1,Unassigned parking space in a shared lot or garage,Less than 2 years,0,35000,1,1,,,,,,,,,,,90,5.0,6.0,5.0,6.0,2,1,2,2,2,1,2,2,2,1,2,1,2,3,1,2,2,1,2,3,2,4k_AFcoRAY-fPeBRN-6uSw**,,,,92694,9,509,509,2,169,31500,24500,200,400,15,7.5,25,28000,28000,300,400,5,7.5,50,35000,28000,200,300,10,7.5,50,24500,35000,400,400,15,5,100,35000,28000,200,400,12.5,7.5,25,24500,28000,400,200,5,10,75,24500,24500,200,400,5,7.5,10,35000,31500,200,200,7.5,7.5,50,28000,28000,300,300,15,10,75,31500,35000,400,400,5,7.5,100,90,5.0,6.0,5.0,6.0
57,2,,Hispanic or Latino,1,0,79932,8,2,4,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2004,More than 4 Times per Month,"Commuting to work,Running errands,Driving locally",,Never,5,0,Driveway or carport,I do not plan to move out from my current home,0,25000,2,1,19,1.0,2.0,2.0,2.0,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,4k_AFcoRAY_wLjafjL4cdQ**,,,,79932,7,516,516,0,172,20000,22500,400,300,7.5,5,10,25000,17500,400,200,15,12.5,75,25000,22500,300,400,12.5,5,50,17500,22500,400,200,7.5,12.5,75,20000,17500,300,200,12.5,12.5,50,17500,25000,300,400,12.5,7.5,25,22500,22500,300,300,7.5,7.5,25,17500,17500,400,200,7.5,7.5,10,20000,22500,300,300,5,15,75,25000,20000,200,200,12.5,5,100,19,1.0,2.0,2.0,2.0
55,1,,"White,Hispanic or Latino",1,0,29708,4,3,3,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2020,3-4 Times per Month,"Commuting to work,Running errands,Driving locally",,Less than Once per Year,5,1,On street,Not sure,1,25000,1,1,9,2.0,1.0,1.0,1.0,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,2,2,2,2,2,2,4k_AFcoRAY_FV2rrCifTYg**,,,,29708,2,519,519,0,173,25000,20000,300,300,10,7.5,25,22500,20000,300,300,15,10,50,17500,25000,400,400,15,7.5,100,25000,17500,200,400,15,10,25,20000,17500,200,200,12.5,10,100,25000,17500,400,200,5,5,75,22500,17500,400,300,12.5,12.5,75,20000,22500,400,300,7.5,15,75,22500,22500,400,300,15,10,25,25000,17500,300,300,10,15,100,9,2.0,1.0,1.0,1.0
56,2,,Black or African American,1,0,60615,6,3,3,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2020,3-4 Times per Month,"Running errands,Driving locally",,Less than Once per Year,4,0,On street,I do not plan to move out from my current home,0,25000,2,1,,,,,,,,,,,45,3.0,4.0,4.0,4.0,2,2,2,1,2,2,2,2,2,2,4,3,2,4,4,3,3,2,2,3,4,4k_AFcoRAY84TonXt_q8lw**,,,,60615,6,518,518,2,172,20000,22500,400,300,7.5,5,10,25000,17500,400,200,15,12.5,75,25000,22500,300,400,12.5,5,50,17500,22500,400,200,7.5,12.5,75,20000,17500,300,200,12.5,12.5,50,17500,25000,300,400,12.5,7.5,25,22500,22500,300,300,7.5,7.5,25,17500,17500,400,200,7.5,7.5,10,20000,22500,300,300,5,15,75,25000,20000,200,200,12.5,5,100,45,3.0,4.0,4.0,4.0
33,1,,Black or African American,1,0,10009,8,2,6,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2020,1-2 Times per Month,"Commuting to work,Running errands,Driving locally",,Once per Month,4,1,Assigned parking space in a shared lot or garage,In the next 2-5 years,0,45000,1,0,68,3.0,2.0,3.0,2.0,,,,,,,,,,,2,2,2,1,2,2,2,2,2,2,5,4,2,4,4,4,4,4,2,4,4,4k_AFcoRAY8DY5S-Cxg4pA**,,,,10009,1,510,510,0,170,36000,31499.999999999996,400,300,7.5,12.5,10,36000,36000,200,200,5,7.5,25,36000,36000,400,200,15,7.5,50,36000,40500,300,300,15,12.5,100,31499.999999999996,36000,400,200,5,15,50,31499.999999999996,45000,200,200,7.5,10,25,45000,36000,400,400,10,15,10,36000,31499.999999999996,200,200,7.5,12.5,100,45000,40500,200,400,10,15,25,31499.999999999996,36000,400,200,15,15,25,68,3.0,2.0,3.0,2.0
57,2,,"White,Black or African American",2,0,33613,1,7,3,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2022,3-4 Times per Month,Running errands,,Less than Once per Year,5,1,Unassigned parking space in a shared lot or garage,Less than 2 years,1,8000,1,0,,,,,,100,6.0,6.0,5.0,6.0,,,,,,2,2,1,2,2,1,1,1,1,2,5,2,2,5,4,4,4,2,4,4,4,4k_AFcoRAY8WZt6FQdDB_w**,,,,33613,3,520,520,1,173,8000,6400,300,300,10,7.5,25,7200,6400,300,300,15,10,50,5600,8000,400,400,15,7.5,100,8000,5600,200,400,15,10,25,6400,5600,200,200,12.5,10,100,8000,5600,400,200,5,5,75,7200,5600,400,300,12.5,12.5,75,6400,7200,400,300,7.5,15,75,7200,7200,400,300,15,10,25,8000,5600,300,300,10,15,100,100,6.0,6.0,5.0,6.0
26,2,,Hispanic or Latino,3,1,77077,2,3,5,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2021,More than 4 Times per Month,"Commuting to work,Driving locally",,Less than Once per Year,6,0,Attached private garage,I do not plan to move out from my current home,0,10000,1,1,,,,,,,,,,,92,6.0,5.0,5.0,5.0,2,1,1,2,1,1,1,1,2,1,5,5,3,5,4,4,4,3,5,5,5,4k_AFcoRAY9LG7vtDjvBIQ**,,,,77077,7,521,521,2,173,10000,8000,300,300,10,7.5,25,9000,8000,300,300,15,10,50,7000,10000,400,400,15,7.5,100,10000,7000,200,400,15,10,25,8000,7000,200,200,12.5,10,100,10000,7000,400,200,5,5,75,9000,7000,400,300,12.5,12.5,75,8000,9000,400,300,7.5,15,75,9000,9000,400,300,15,10,25,10000,7000,300,300,10,15,100,92,6.0,5.0,5.0,5.0
34,2,,"Black or African American,Hispanic or Latino",1,0,91303,2,2,7,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2020,More than 4 Times per Month,"Running errands,Driving locally",,Multiple Times per Year,5,1,Attached private garage,Less than 2 years,0,100000,1,1,,,,,,81,5.0,5.0,5.0,3.0,,,,,,1,2,2,1,2,2,2,2,1,2,4,2,2,4,4,4,4,4,4,3,4,4k_AFcoRAY84_WBE3mnUKA**,,,,91303,9,523,523,1,174,100000,90000,300,200,10,5,100,90000,80000,300,400,10,5,75,90000,100000,300,400,12.5,5,25,80000,70000,400,200,15,5,75,90000,70000,200,300,10,5,25,80000,90000,400,300,5,5,25,70000,90000,400,300,7.5,12.5,25,100000,90000,300,300,7.5,12.5,25,80000,100000,400,200,7.5,7.5,50,80000,80000,200,400,7.5,12.5,50,81,5.0,5.0,5.0,3.0
59,2,,Hispanic or Latino,2,0,32210,8,7,6,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2022,3-4 Times per Month,"Running errands,Driving locally,Extended road trips",,Multiple Times per Year,6,0,Driveway or carport,Not sure,0,45000,1,1,5,2.0,2.0,2.0,1.0,,,,,,,,,,,2,2,2,2,2,1,1,1,1,2,5,3,3,4,5,4,3,5,4,4,3,4k_AFcoRAY_uZDA906XQlw**,,,,32210,3,522,522,0,174,45000,40500,300,200,10,5,100,40500,36000,300,400,10,5,75,40500,45000,300,400,12.5,5,25,36000,31499.999999999996,400,200,15,5,75,40500,31499.999999999996,200,300,10,5,25,36000,40500,400,300,5,5,25,31499.999999999996,40500,400,300,7.5,12.5,25,45000,40500,300,300,7.5,12.5,25,36000,45000,400,200,7.5,7.5,50,36000,36000,200,400,7.5,12.5,50,5,2.0,2.0,2.0,1.0
28,2,,"White,Asian",3,1,19320,8,2,7,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2020,3-4 Times per Month,"Commuting to work,Running errands,Driving locally",,Multiple Times per Year,5,1,Driveway or carport,In the next 2-5 years,1,25000,2,0,,,,,,30,6.0,2.0,2.0,2.0,,,,,,2,2,2,1,1,2,2,2,1,2,5,3,2,5,5,4,5,4,4,5,5,4k_AFcoRAY-7oAV_tuB7_g**,,,,19320,1,517,517,1,172,20000,22500,400,300,7.5,5,10,25000,17500,400,200,15,12.5,75,25000,22500,300,400,12.5,5,50,17500,22500,400,200,7.5,12.5,75,20000,17500,300,200,12.5,12.5,50,17500,25000,300,400,12.5,7.5,25,22500,22500,300,300,7.5,7.5,25,17500,17500,400,200,7.5,7.5,10,20000,22500,300,300,5,15,75,25000,20000,200,200,12.5,5,100,30,6.0,2.0,2.0,2.0
55,2,,White,2,0,85215,8,2,6,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2023,1-2 Times per Month,"Running errands,Driving locally",,Less than Once per Year,5,0,Attached private garage,I do not plan to move out from my current home,1,30000,1,1,,,,,,,,,,,96,5.0,5.0,5.0,5.0,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,4,3,3,3,3,2,4k_AFcoRAY9lCmvs-ocD0Q**,,,,85215,8,524,524,2,174,30000,27000,300,200,10,5,100,27000,24000,300,400,10,5,75,27000,30000,300,400,12.5,5,25,24000,21000,400,200,15,5,75,27000,21000,200,300,10,5,25,24000,27000,400,300,5,5,25,21000,27000,400,300,7.5,12.5,25,30000,27000,300,300,7.5,12.5,25,24000,30000,400,200,7.5,7.5,50,24000,24000,200,400,7.5,12.5,50,96,5.0,5.0,5.0,5.0
59,2,,"White,Hispanic or Latino",3,0,14616,1,3,6,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2023,3-4 Times per Month,"Commuting to work,Running errands",,Never,4,0,Driveway or carport,Not sure,0,25000,2,1,,,,,,10,3.0,4.0,3.0,2.0,,,,,,2,2,2,2,2,2,2,2,2,2,3,1,1,3,3,3,3,1,3,3,3,4k_AFcoRAY9S5F1_PdUbng**,,,,14616,1,526,526,1,175,20000,17500,200,300,10,10,50,20000,17500,300,400,5,5,50,22500,22500,200,300,10,5,75,17500,25000,400,300,15,15,50,25000,25000,300,200,7.5,7.5,75,22500,22500,200,300,15,12.5,10,22500,20000,200,300,15,12.5,25,22500,22500,400,200,15,5,50,25000,22500,400,400,15,5,50,17500,17500,200,300,5,12.5,75,10,3.0,4.0,3.0,2.0
56,2,,"White,Hispanic or Latino",4,0,91763,1,3,7,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2019,More than 4 Times per Month,"Running errands,Driving locally",,Less than Once per Year,4,0,Attached private garage,I do not plan to move out from my current home,0,35000,1,1,34,3.0,3.0,3.0,3.0,,,,,,,,,,,2,2,2,2,1,2,2,1,2,2,3,4,2,4,4,3,3,4,2,4,4,4k_AFcoRAY_I7YFI4ba7zw**,,,,91763,9,525,525,0,175,28000,24500,200,300,10,10,50,28000,24500,300,400,5,5,50,31500,31500,200,300,10,5,75,24500,35000,400,300,15,15,50,35000,35000,300,200,7.5,7.5,75,31500,31500,200,300,15,12.5,10,31500,28000,200,300,15,12.5,25,31500,31500,400,200,15,5,50,35000,31500,400,400,15,5,50,24500,24500,200,300,5,12.5,75,34,3.0,3.0,3.0,3.0
58,2,,Native Hawaiian or Pacific Islander,1,0,96813,8,2,5,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2019,1-2 Times per Month,Running errands,,Never,5,1,Assigned parking space in a shared lot or garage,I do not plan to move out from my current home,1,8000,1,0,50,3.0,3.0,4.0,3.0,,,,,,,,,,,2,2,2,2,2,2,2,1,2,2,3,2,3,3,2,3,4,2,2,4,3,4k_AFcoRAY8lbGjwDju-1g**,,,,96813,9,528,528,0,176,6400,8000,200,200,15,15,75,5600,5600,300,400,12.5,15,50,5600,7200,300,400,15,12.5,50,7200,5600,400,400,15,10,25,6400,6400,300,400,5,12.5,75,5600,5600,200,200,10,12.5,25,6400,5600,400,300,10,5,100,7200,8000,400,400,12.5,5,100,5600,6400,400,300,5,5,50,6400,5600,300,300,12.5,12.5,10,50,3.0,3.0,4.0,3.0
36,1,,"White,Hispanic or Latino",3,1,07866,2,2,7,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2021,3-4 Times per Month,"Commuting to work,Running errands,Driving locally,Extended road trips",,Multiple Times per Year,5,0,Attached private garage,In more than 5 years,0,35000,2,1,,,,,,,,,,,100,6.0,6.0,6.0,6.0,2,2,2,1,1,2,2,1,2,1,4,3,1,3,4,4,3,5,2,4,3,4k_AFcoRAY8suPgwkfD2xw**,,,,07866,0,527,527,2,175,28000,24500,200,300,10,10,50,28000,24500,300,400,5,5,50,31500,31500,200,300,10,5,75,24500,35000,400,300,15,15,50,35000,35000,300,200,7.5,7.5,75,31500,31500,200,300,15,12.5,10,31500,28000,200,300,15,12.5,25,31500,31500,400,200,15,5,50,35000,31500,400,400,15,5,50,24500,24500,200,300,5,12.5,75,100,6.0,6.0,6.0,6.0
24,2,,White,1,0,80120,4,2,4,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2016,More than 4 Times per Month,"Commuting to work,Running errands,Driving locally",,Multiple Times per Year,5,3,Driveway or carport,Less than 2 years,0,8000,1,1,,,,,,45,4.0,4.0,4.0,4.0,,,,,,2,2,2,2,1,2,1,2,1,2,4,3,2,4,5,3,2,4,3,5,4,4k_AFcoRAY8DMPQH5IxtCw**,,,,80120,8,529,529,1,176,6400,8000,200,200,15,15,75,5600,5600,300,400,12.5,15,50,5600,7200,300,400,15,12.5,50,7200,5600,400,400,15,10,25,6400,6400,300,400,5,12.5,75,5600,5600,200,200,10,12.5,25,6400,5600,400,300,10,5,100,7200,8000,400,400,12.5,5,100,5600,6400,400,300,5,5,50,6400,5600,300,300,12.5,12.5,10,45,4.0,4.0,4.0,4.0
32,2,,Black or African American,1,0,30044,8,2,8,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2013,1-2 Times per Month,Running errands,,Multiple Times per Year,4,0,Driveway or carport,I do not plan to move out from my current home,1,44000,2,1,,,,,,,,,,,91,5.0,4.0,5.0,5.0,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,4,2,2,2,2,4k_AFcoRAY_D9bfDMiReUA**,,,,30044,3,530,530,2,176,35200,44000,200,200,15,15,75,30799.999999999996,30799.999999999996,300,400,12.5,15,50,30799.999999999996,39600,300,400,15,12.5,50,39600,30799.999999999996,400,400,15,10,25,35200,35200,300,400,5,12.5,75,30799.999999999996,30799.999999999996,200,200,10,12.5,25,35200,30799.999999999996,400,300,10,5,100,39600,44000,400,400,12.5,5,100,30799.999999999996,35200,400,300,5,5,50,35200,30799.999999999996,300,300,12.5,12.5,10,91,5.0,4.0,5.0,5.0
40,2,,Asian,2,0,44124,2,2,6,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2023,3-4 Times per Month,"Commuting to work,Running errands,Driving locally",,Once per Month,5,1,Unassigned parking space in a shared lot or garage,Not sure,1,10000,1,1,37,4.0,4.0,4.0,5.0,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,4,1,2,2,2,3,2,4,4,4,1,4k_AFcoRAY-fKOi7bP8NCg**,,,,44124,4,531,531,0,177,7000,9000,400,300,7.5,7.5,100,10000,7000,300,400,7.5,5,25,7000,9000,200,400,10,5,10,9000,7000,400,200,7.5,12.5,25,10000,9000,400,300,12.5,12.5,100,9000,8000,400,200,15,15,25,8000,7000,400,300,7.5,7.5,25,10000,7000,300,200,15,5,75,10000,9000,200,400,5,15,50,10000,8000,300,300,15,5,25,37,4.0,4.0,4.0,5.0
57,2,,Hispanic or Latino,3,0,20906,8,7,6,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2018,1-2 Times per Month,Driving locally,,Less than Once per Year,4,0,Assigned parking space in a shared lot or garage,In more than 5 years,0,20000,2,0,,,,,,57,3.0,3.0,3.0,3.0,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,3,2,4,2,3,4,4k_AFcoRAY_YnGjGj4FcoA**,,,,20906,2,532,532,1,177,14000,18000,400,300,7.5,7.5,100,20000,14000,300,400,7.5,5,25,14000,18000,200,400,10,5,10,18000,14000,400,200,7.5,12.5,25,20000,18000,400,300,12.5,12.5,100,18000,16000,400,200,15,15,25,16000,14000,400,300,7.5,7.5,25,20000,14000,300,200,15,5,75,20000,18000,200,400,5,15,50,20000,16000,300,300,15,5,25,57,3.0,3.0,3.0,3.0
54,2,,Asian,1,0,33823,2,3,2,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2012,1-2 Times per Month,"Commuting to work,Driving locally",,Less than Once per Year,5,0,Driveway or carport,I do not plan to move out from my current home,0,25000,1,1,70,4.0,5.0,4.0,4.0,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,4,2,3,4,3,4,3,3,3,4,2,4k_AFcoRAY-K4s8F3Luzpw**,,,,33823,3,534,534,0,178,20000,22500,300,400,10,7.5,50,25000,22500,200,300,7.5,12.5,100,17500,20000,200,200,7.5,5,10,22500,22500,300,300,7.5,7.5,10,20000,20000,300,300,12.5,12.5,25,25000,17500,300,200,7.5,15,75,25000,25000,300,300,7.5,7.5,10,25000,17500,200,300,7.5,15,25,17500,25000,200,200,7.5,15,25,25000,17500,400,200,7.5,12.5,100,70,4.0,5.0,4.0,4.0
57,1,,White,2,0,55434,8,1,4,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2011,Less than Once per Month,Driving locally,,Less than Once per Year,5,3,Driveway or carport,I do not plan to move out from my current home,1,8000,1,1,,,,,,50,5.0,4.0,4.0,4.0,,,,,,1,1,2,1,1,1,1,1,1,1,3,2,2,3,2,3,3,2,3,3,3,4k_AFcoRAY8ScMNe9Z4tQg**,,,,55434,5,535,535,1,178,6400,7200,300,400,10,7.5,50,8000,7200,200,300,7.5,12.5,100,5600,6400,200,200,7.5,5,10,7200,7200,300,300,7.5,7.5,10,6400,6400,300,300,12.5,12.5,25,8000,5600,300,200,7.5,15,75,8000,8000,300,300,7.5,7.5,10,8000,5600,200,300,7.5,15,25,5600,8000,200,200,7.5,15,25,8000,5600,400,200,7.5,12.5,100,50,5.0,4.0,4.0,4.0
59,2,,"White,Asian",2,0,30135,2,3,2,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2014,3-4 Times per Month,"Commuting to work,Running errands,Driving locally,Extended road trips",,Multiple Times per Year,5,0,Attached private garage,In more than 5 years,0,25000,1,0,,,,,,,,,,,100,6.0,6.0,6.0,6.0,1,1,1,1,1,1,1,1,1,1,5,5,1,5,4,4,4,4,4,4,5,4k_AFcoRAY-KtF42h5mFtA**,,,,30135,3,536,536,2,178,20000,22500,300,400,10,7.5,50,25000,22500,200,300,7.5,12.5,100,17500,20000,200,200,7.5,5,10,22500,22500,300,300,7.5,7.5,10,20000,20000,300,300,12.5,12.5,25,25000,17500,300,200,7.5,15,75,25000,25000,300,300,7.5,7.5,10,25000,17500,200,300,7.5,15,25,17500,25000,200,200,7.5,15,25,25000,17500,400,200,7.5,12.5,100,100,6.0,6.0,6.0,6.0
59,2,,Black or African American,1,0,78724,6,7,6,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2016,1-2 Times per Month,"Running errands,Driving locally",,Less than Once per Year,5,0,Driveway or carport,I do not plan to move out from my current home,0,8000,1,1,19,2.0,1.0,1.0,1.0,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,4,5,4,2,4,3,4k_AFcoRAY9wlhlDUGjArQ**,,,,78724,7,537,537,0,179,8000,7200,400,400,15,5,25,7200,5600,200,200,15,10,50,6400,6400,200,200,10,12.5,50,5600,6400,200,400,12.5,12.5,100,6400,6400,400,300,5,15,10,6400,8000,300,300,10,12.5,50,5600,6400,300,200,10,10,75,6400,7200,300,400,10,15,75,6400,7200,400,300,12.5,7.5,50,5600,8000,200,300,15,5,100,19,2.0,1.0,1.0,1.0
